X,Y,Z,State,MicroHeight
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,1.221099
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,NaN,1,0.000000
NaN,NaN,0.611937,1,0.000000
NaN,NaN,0.628021,1,0.000000
NaN,NaN,0.836907,1,0.000000
NaN,NaN,0.836907,1,0.000000
NaN,NaN,0.806195,1,0.000000
NaN,NaN,0.925994,1,0.000000
NaN,NaN,1.045793,1,0.000000
NaN,NaN,1.123696,1,0.000000
NaN,NaN,1.126088,1,0.000000
0.638990,2.324437,1.128480,1,0.000000
NaN,NaN,1.126088,1,0.000000
NaN,NaN,1.126088,1,0.000000
NaN,NaN,1.126088,1,0.000000
NaN,NaN,1.123696,1,0.000000
NaN,NaN,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
NaN,NaN,1.123696,1,0.000000
0.613873,2.316841,1.123696,1,0.000000
0.607620,2.327768,1.123696,1,0.000000
0.449380,2.262710,1.123696,1,0.000000
0.466880,2.274718,1.123696,1,0.000000
0.588921,2.312570,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
0.373778,2.141722,1.103969,1,0.000000
0.416638,2.292966,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
0.758752,2.286374,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
0.778947,2.183735,1.103969,1,0.000000
NaN,NaN,1.123696,1,0.000000
NaN,NaN,1.123696,1,0.000000
0.662486,2.326740,1.123696,1,0.000000
0.740589,2.316682,1.123696,1,0.000000
NaN,NaN,1.123696,1,0.000000
0.673026,2.271440,1.103969,1,0.000000
NaN,NaN,1.103969,1,0.000000
NaN,NaN,1.084242,1,0.000000
NaN,NaN,1.069025,1,0.000000
NaN,NaN,1.057409,1,0.000000
0.807357,2.226082,1.045793,1,0.000000
NaN,NaN,1.045793,1,0.000000
NaN,NaN,1.056630,1,0.000000
NaN,NaN,1.069025,1,0.000000
NaN,NaN,1.084242,1,0.000000
NaN,NaN,1.084242,1,0.000000
NaN,NaN,1.084242,1,0.000000
NaN,NaN,1.084242,1,0.000000
NaN,NaN,1.104374,1,0.000000
NaN,NaN,1.104374,1,0.000000
NaN,NaN,1.136415,1,0.000000
NaN,NaN,1.148324,1,0.000000
NaN,NaN,1.148324,1,0.000000
NaN,NaN,1.309012,1,0.000000
0.752352,2.247037,1.468391,1,0.000000
NaN,NaN,1.468391,1,0.000000
0.951727,2.198696,1.485296,1,0.000000
0.863989,2.304048,1.495320,1,0.000000
NaN,NaN,1.505343,1,0.000000
NaN,NaN,1.571046,1,0.000000
0.914683,2.247469,1.636749,1,0.000000
NaN,NaN,1.670656,1,0.000000
1.086177,2.288568,1.672700,1,0.000000
1.294592,2.402393,1.674745,1,0.000000
1.279602,2.391620,1.674745,1,0.000000
NaN,NaN,1.681522,1,0.000000
1.239911,2.405867,1.688299,1,0.000000
1.319038,2.450354,1.690751,1,0.000000
NaN,NaN,1.693203,1,0.000000
1.216568,2.406366,1.694646,1,0.000000
1.273567,2.387934,1.696089,1,0.000000
NaN,NaN,1.697042,1,0.000000
1.280538,2.424232,1.697042,1,0.000000
1.225885,2.331010,1.697996,1,0.000000
NaN,NaN,1.701592,1,0.000000
1.266307,2.423995,1.706036,1,0.000000
1.291373,2.445167,1.706884,1,0.000000
1.294339,2.341669,1.708248,1,0.000000
1.309188,2.373546,1.709229,1,0.000000
1.342038,2.410980,1.709229,1,0.000000
1.398172,2.431332,1.709229,1,0.000000
1.399094,2.396440,1.742472,1,0.000000
1.445685,2.402897,1.742472,1,0.000000
NaN,NaN,1.775715,1,0.000000
1.556779,2.428921,1.775715,1,0.000000
1.587801,2.421700,1.775715,1,0.000000
1.606695,2.407857,1.771573,1,0.000000
1.707265,2.400576,1.771573,1,0.000000
1.693610,2.408578,1.771573,1,0.000000
1.732094,2.442627,1.771573,1,0.000000
1.828349,2.357582,1.778653,1,0.000000
NaN,NaN,1.781129,1,0.000000
1.828364,2.416389,1.781591,1,0.000000
1.867001,2.456735,1.781591,1,0.000000
1.857929,2.477272,1.781591,1,0.000000
1.953419,2.390145,1.782237,1,0.000000
1.973063,2.435570,1.782883,1,0.000000
1.971322,2.445532,1.782883,1,0.000000
NaN,NaN,1.782883,1,0.000000
NaN,NaN,1.783868,1,0.000000
NaN,NaN,1.784852,1,0.000000
NaN,NaN,1.784852,1,0.000000
NaN,NaN,1.782883,1,0.000000
2.181499,2.467322,1.781591,1,0.000000
2.223889,2.476655,1.781129,1,0.000000
2.298014,2.503842,1.778191,1,0.000000
2.255436,2.452462,1.774315,1,0.000000
2.308649,2.484172,1.770174,1,0.000000
NaN,NaN,1.766798,1,0.000000
2.409626,2.478966,1.766164,1,0.000000
2.481494,2.482360,1.751565,1,0.000000
2.497639,2.471364,1.751565,1,0.000000
2.532857,2.474722,1.751565,1,0.000000
2.526544,2.394266,1.749919,1,0.000000
2.620634,2.540925,1.748273,1,0.000000
NaN,NaN,1.748273,1,0.000000
2.705739,2.428858,1.744586,1,0.000000
2.728727,2.436764,1.740899,1,0.000000
NaN,NaN,1.740899,1,0.000000
NaN,NaN,1.744586,1,0.000000
2.773140,2.472204,1.744586,1,0.000000
2.818584,2.474211,1.744586,1,0.000000
2.837191,2.442452,1.740899,1,0.000000
2.853845,2.422430,1.740273,1,0.000000
2.931037,2.550366,1.740273,1,0.000000
2.920028,2.533754,1.740899,1,0.000000
2.960591,2.512482,1.740899,1,0.000000
2.967566,2.535913,1.740618,1,0.000000
NaN,NaN,1.723093,1,0.000000
2.997457,2.536576,1.739647,1,0.000000
3.025951,2.579572,1.706539,1,0.000000
NaN,NaN,1.698419,1,0.000000
NaN,NaN,1.698419,1,0.000000
NaN,NaN,1.706539,1,0.000000
3.064532,2.687018,1.708866,1,0.000000
NaN,NaN,1.708866,1,0.000000
NaN,NaN,1.708866,1,0.000000
3.080015,2.677820,1.690298,1,0.000000
3.107474,2.655910,1.690298,1,0.000000
NaN,NaN,1.708866,1,0.000000
NaN,NaN,1.708866,1,0.000000
3.123362,2.592228,1.690298,1,0.000000
3.148575,2.589686,1.708866,1,0.000000
3.177622,2.609691,1.727434,1,0.000000
NaN,NaN,1.741589,1,0.000000
3.167204,2.630921,1.734512,1,0.000000
NaN,NaN,1.741589,1,0.000000
3.197794,2.568292,1.755646,1,0.000000
3.170783,2.689327,1.756064,1,0.000000
3.153515,2.551936,1.761055,1,0.000000
NaN,NaN,1.775642,1,0.000000
3.210794,2.664863,1.775642,1,0.000000
NaN,NaN,1.785237,1,0.000000
NaN,NaN,1.794951,1,0.000000
3.151278,2.621415,1.804664,1,0.000000
NaN,NaN,1.813227,1,0.000000
NaN,NaN,1.813227,1,0.000000
3.031989,2.625810,1.813227,1,0.000000
3.055811,2.743203,1.821791,1,0.000000
NaN,NaN,1.821994,1,0.000000
NaN,NaN,1.821994,1,0.000000
NaN,NaN,1.822197,1,0.000000
NaN,NaN,1.828505,1,0.000000
2.913083,2.725159,1.828505,1,0.000000
NaN,NaN,1.828505,1,0.000000
NaN,NaN,1.822197,1,0.000000
2.827305,2.624771,1.822197,1,0.000000
2.812422,2.704748,1.821994,1,0.000000
2.816002,2.691365,1.821994,1,0.000000
2.823695,2.731028,1.815246,1,0.000000
2.805213,2.720949,1.815246,1,0.000000
2.782156,2.840044,1.808702,1,0.000000
2.738306,2.753609,1.808702,1,0.000000
2.693914,2.704659,1.808702,1,0.000000
NaN,NaN,1.806683,1,0.000000
NaN,NaN,1.795087,1,0.000000
NaN,NaN,1.785510,1,0.000000
NaN,NaN,1.785374,1,0.000000
NaN,NaN,1.784830,1,0.000000
NaN,NaN,1.778653,1,0.000000
2.490925,3.006396,1.773157,1,0.000000
NaN,NaN,1.739873,1,0.000000
2.431334,2.921028,1.706590,1,0.000000
2.375996,2.836191,1.701037,1,0.000000
2.363149,2.937746,1.640274,1,0.000000
2.311513,2.899166,1.585063,1,0.000000
2.305774,2.913198,1.543711,1,0.000000
2.255360,2.844037,1.489148,1,0.000000
2.215192,2.866264,1.372715,1,0.000000
2.144611,2.901240,1.138330,1,0.000000
2.158818,2.869945,0.999796,1,0.000000
1.950673,2.895177,0.969535,1,0.000000
NaN,NaN,0.885633,1,0.000000
1.895792,2.876260,0.824623,2,0.000000
2.023429,2.897861,0.820833,2,0.000000
1.815927,2.944551,0.747629,2,0.000000
1.654402,2.916855,0.747629,2,0.000000
1.548202,2.915284,0.747629,2,0.000000
1.587101,2.918159,0.747629,2,0.000000
1.463469,2.886883,0.747629,2,0.000000
1.695659,3.010659,0.674425,2,0.000000
1.733332,3.054238,0.665021,2,0.000000
1.665612,2.978876,0.665021,2,0.000000
1.564245,3.041784,0.654905,2,0.000000
1.761080,3.197852,0.654193,2,0.000000
1.418658,3.069322,0.653252,2,0.000000
1.165127,3.036342,0.652312,2,0.000000
1.226261,3.035031,0.650817,2,0.000000
1.140440,3.080778,0.649322,2,0.000000
0.946685,3.100103,0.634945,2,0.000000
0.973990,3.073816,0.575577,2,0.000000
1.079894,3.101172,0.572247,2,0.000000
NaN,NaN,0.557663,2,0.000000
1.150837,3.155535,0.546410,2,0.000000
1.257715,3.249519,0.543501,2,0.000000
NaN,NaN,0.540592,2,0.000000
NaN,NaN,0.506646,2,0.000000
NaN,NaN,0.472700,2,0.000000
NaN,NaN,0.466774,2,0.000000
1.747378,3.272388,0.437337,2,0.000000
NaN,NaN,0.413826,2,0.000000
NaN,NaN,0.413116,2,0.000000
1.176310,3.260402,0.412406,2,0.000000
NaN,NaN,0.397827,2,0.000000
NaN,NaN,0.383247,2,0.000000
NaN,NaN,0.396340,2,0.000000
NaN,NaN,0.380274,2,0.000000
NaN,NaN,0.371980,2,0.000000
1.373455,3.185934,0.356652,2,0.000000
1.509386,3.127095,0.349617,2,0.000000
NaN,NaN,0.349617,2,0.000000
1.503353,3.101329,0.363687,2,0.000000
1.574250,3.096843,0.367987,2,0.000000
NaN,NaN,0.367987,2,0.000000
NaN,NaN,0.363687,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
